"","year","price","Location"
"5372",2014,17.995,"New York City"
"5373",2017,39.7,"New York City"
"5374",2015,25.998,"New York City"
"5375",2001,20,"New York City"
"5376",1997,54.5,"New York City"
"5377",2018,44.749,"New York City"
"5378",2022,58.988,"New York City"
"5379",2018,59.999,"New York City"
"5380",2006,16.895,"New York City"
"5381",2022,55.987,"New York City"
"5382",2022,58.5,"New York City"
"5383",2016,29.986,"New York City"
"5384",2018,43.409,"New York City"
"5385",1990,38.9,"New York City"
"5386",2008,16.999,"New York City"
"5387",2015,27.495,"New York City"
"5388",2021,51.742,"New York City"
"5389",2018,38.8,"New York City"
"5390",2012,22.5,"New York City"
"5391",2012,23.999,"New York City"
"5392",2012,27.999,"New York City"
"5393",2020,55.75,"New York City"
"5394",2017,53.496,"New York City"
"5395",2022,52.945,"New York City"
"5396",2020,53.55,"New York City"
"5397",2019,48.499,"New York City"
"5398",2006,16.5,"New York City"
"5399",2020,64.243,"New York City"
"5400",2014,27.995,"New York City"
"5401",2020,63.985,"New York City"
"5402",2018,51.963,"New York City"
"5403",2002,15.995,"New York City"
"5404",2012,17.999,"New York City"
"5405",2021,63,"New York City"
"5406",2019,54.991,"New York City"
"5407",2023,134.9,"New York City"
"5408",2021,58,"New York City"
"5409",2023,79.541,"New York City"
"5410",2022,59.995,"New York City"
"5411",2016,46.497,"New York City"
"5412",2022,77.361,"New York City"
"5413",2022,64.04,"New York City"
"5414",2022,69.995,"New York City"
"5415",2020,50.996,"New York City"
"5416",1997,3,"New York City"
"5417",2015,24.999,"New York City"
"5418",2015,31,"New York City"
"5419",2018,56.255,"New York City"
"5420",2013,38.65,"New York City"
"5421",2019,33,"New York City"
"5422",2008,33.495,"New York City"
"5423",2005,8.999,"New York City"
"5424",2008,8.495,"New York City"
"5425",2022,69.998,"New York City"
"5426",2010,13.995,"New York City"
"5427",2020,47.495,"New York City"
"5428",2006,16.995,"New York City"
"5429",2012,24.995,"New York City"
"5430",1996,79.9,"New York City"
"5431",2021,57.495,"New York City"
"5432",2010,18.391,"New York City"
"5433",2022,54.995,"New York City"
"5434",2018,63.2,"New York City"
"5435",2016,41.995,"New York City"
"5436",2022,64.5,"New York City"
"5437",2019,54.998,"New York City"
"5438",2005,11.5,"New York City"
"5439",2018,48.89,"New York City"
"5440",2022,48.499,"New York City"
"5441",2016,36.75,"New York City"
"5442",2021,66.681,"New York City"
"5443",2012,31.985,"New York City"
"5444",2022,44.995,"New York City"
"5445",2021,71.8,"New York City"
"5446",2012,22.5,"New York City"
"5447",2016,46.995,"New York City"
"5448",2022,57.381,"New York City"
"5449",2005,27.999,"New York City"
"5450",2021,59.99,"New York City"
"5451",2015,22.596,"New York City"
"5452",2020,47.447,"New York City"
"5453",2022,60.776,"New York City"
"5454",2022,49.876,"New York City"
"5455",2022,64.577,"New York City"
"5456",2018,33.975,"New York City"
"5457",2016,28.995,"New York City"
"5458",2022,58.975,"New York City"
"5459",2022,51.55,"New York City"
"5460",2017,39.888,"New York City"
"5461",2012,12.5,"New York City"
"5462",2011,21.995,"New York City"
"5463",2020,43.995,"New York City"
"5464",2017,34.999,"New York City"
"5465",2019,16.5,"New York City"
"5466",2021,41.999,"New York City"
"5467",2020,51.475,"New York City"
"5468",2018,44.99,"New York City"
"5469",2018,55.4,"New York City"
"5470",2023,84.985,"New York City"
"5471",2015,36.995,"New York City"
"5472",2014,10.5,"New York City"
"5473",2010,17.995,"New York City"
"5474",2020,43.995,"New York City"
"5475",2014,18.442,"New York City"
"5476",2023,119.9,"New York City"
"5477",2023,65.99,"New York City"
"5478",2022,56.7,"New York City"
"5479",2022,55.981,"New York City"
"5480",2017,50.795,"New York City"
"5481",2017,28.995,"New York City"
"5482",2022,78.705,"New York City"
"5483",2008,20.999,"New York City"
"5484",2017,37.995,"New York City"
"5485",2021,49.999,"New York City"
"5486",2020,87.249,"New York City"
"5487",2015,29.963,"New York City"
"5488",2008,19.995,"New York City"
"5489",2018,52.699,"New York City"
"5490",2014,37.957,"New York City"
"5491",2019,46.995,"New York City"
"5492",2005,12,"New York City"
"5493",2019,58.437,"New York City"
"5494",2005,12.995,"New York City"
"5495",2014,29.999,"New York City"
"5496",2016,34.995,"New York City"
"5497",2015,27.782,"New York City"
"5498",2020,36.9,"New York City"
"5499",2016,29.5,"New York City"
"5500",2019,55.925,"New York City"
"5501",2022,49.995,"New York City"
"5502",2016,17.995,"New York City"
"5503",2014,27.495,"New York City"
"5504",2023,95.99,"New York City"
"5505",2017,39.5,"New York City"
"5506",2023,64.997,"New York City"
"5507",2022,64.999,"New York City"
"5508",2021,51.999,"New York City"
"5509",2019,49.085,"New York City"
"5510",2022,52.9,"New York City"
"5511",2013,29,"New York City"
"5512",2019,43.8,"New York City"
"5513",2022,47.49,"New York City"
"5514",2012,16.994,"New York City"
"5515",2021,59.995,"New York City"
"5516",2019,44.995,"New York City"
"5517",2022,61.925,"New York City"
"5518",2020,58.75,"New York City"
"5519",2017,32.995,"New York City"
"5520",2015,35.493,"New York City"
"5521",2019,55.495,"New York City"
"5522",2018,51.95,"New York City"
"5523",2017,42.995,"New York City"
"5524",2022,59.988,"New York City"
"5525",2014,18.499,"New York City"
"5526",2022,43.995,"New York City"
"5527",2013,25.995,"New York City"
"5528",2020,44.621,"New York City"
"5529",2011,24.995,"New York City"
"5530",2016,31.987,"New York City"
"5531",2017,45.5,"New York City"
"5532",2019,39.444,"New York City"
"5533",2016,25.999,"New York City"
"5534",2022,48.231,"New York City"
"5535",2009,17.9,"New York City"
"5536",2020,54.531,"New York City"
"5537",2019,52.995,"New York City"
"5538",2022,54.99,"New York City"
"5539",2022,63.995,"New York City"
"5540",2018,28.999,"New York City"
"5541",2008,4.9,"New York City"
"5542",2016,37.996,"New York City"
"5543",2023,63.977,"New York City"
"5544",2017,23.6,"New York City"
"5545",2010,12.95,"New York City"
"5546",2006,10.999,"New York City"
"5547",2022,34.995,"New York City"
"5548",2017,42.99,"New York City"
"5549",2022,47.9,"New York City"
"5550",2020,66.995,"New York City"
"5551",2015,20.799,"New York City"
"5552",2021,48.8,"New York City"
"5553",2021,45.923,"New York City"
"5554",2019,45.995,"New York City"
"5555",2021,60.495,"New York City"
"5556",2012,27.5,"New York City"
"5557",2014,25.35,"New York City"
"5558",2015,39.8,"New York City"
"5559",2016,24.5,"New York City"
"5560",2023,87.663,"New York City"
"5561",2003,5,"New York City"
"5562",2022,48.588,"New York City"
"5563",2000,13.9,"New York City"
"5564",2009,13.999,"New York City"
"5565",2016,21.995,"New York City"
"5566",2012,18.995,"New York City"
"5567",2020,49.795,"New York City"
"5568",2022,54.852,"New York City"
"5569",2023,77.099,"New York City"
"5570",2015,36.995,"New York City"
"5571",2021,45.846,"New York City"
"5572",2019,35.245,"New York City"
"5573",2008,16,"New York City"
"5574",2022,46.992,"New York City"
"5575",2022,50.8,"New York City"
"5576",2022,76.5,"New York City"
"5577",2016,49.988,"New York City"
"5578",1995,44.5,"New York City"
"5579",2015,29.795,"New York City"
"5580",1997,45.9,"New York City"
"5581",2019,31.995,"New York City"
"5582",2006,11.99,"New York City"
"5583",2004,9.9,"New York City"
"5584",2019,47.995,"New York City"
"5585",2019,44.99,"New York City"
"5586",2022,46.981,"New York City"
"5587",2019,36.881,"New York City"
"5588",2021,54.99,"New York City"
"5589",2019,27.995,"New York City"
"5590",2022,47.762,"New York City"
"5591",2019,21.847,"New York City"
"5592",2016,25.99,"New York City"
"5593",2023,74.99,"New York City"
"5594",2016,13.9,"New York City"
"5595",2018,29.695,"New York City"
"5596",2022,47.535,"New York City"
"5597",2001,22.895,"New York City"
"5598",2022,42,"New York City"
"5599",2010,24.5,"New York City"
"5600",2022,47.09,"New York City"
"5601",2022,54.316,"New York City"
"5602",2021,63.9,"New York City"
"5603",2023,59.9,"New York City"
"5604",2015,29.95,"New York City"
"5605",2017,31.995,"New York City"
"5606",2015,23.995,"New York City"
"5607",2013,25.995,"New York City"
"5608",2020,44.73,"New York City"
"5609",2015,36.912,"New York City"
"5610",2022,47.499,"New York City"
"5611",2022,49.495,"New York City"
"5612",2017,52,"New York City"
"5613",2021,49,"New York City"
"5614",2021,67.5,"New York City"
"5615",2022,47.999,"New York City"
"5616",2017,29.999,"New York City"
"5617",2018,42,"New York City"
"5618",2015,39.99,"New York City"
"5619",2018,42.499,"New York City"
"5620",2019,30.977,"New York City"
"5621",2011,20.495,"New York City"
"5622",2019,52.498,"New York City"
"5623",2020,48.995,"New York City"
"5624",2008,14.79,"New York City"
"5625",2021,72.5,"New York City"
"5626",2011,34.8,"New York City"
"5627",2021,60.999,"New York City"
"5628",2017,50.843,"New York City"
"5629",2023,83.981,"New York City"
"5630",2019,54.896,"New York City"
"5631",2015,24.999,"New York City"
"5632",2022,44.5,"New York City"
"5633",2023,58.988,"New York City"
"5634",2015,28.999,"New York City"
"5635",2016,26.995,"New York City"
"5636",2003,18.895,"New York City"
"5637",2012,23.5,"New York City"
"5638",2012,26.5,"New York City"
"5639",2017,55.355,"New York City"
"5640",1997,52.5,"New York City"
"5641",2019,58.68,"New York City"
"5642",2022,50.8,"New York City"
"5643",2018,32.409,"New York City"
"5644",2006,12.999,"New York City"
"5645",2018,35.488,"New York City"
"5646",2023,59.99,"New York City"
"5647",2019,67.69,"New York City"
"5648",2019,42.995,"New York City"
"5649",2017,29.997,"New York City"
"5650",2013,23.99,"New York City"
"5651",2020,47.975,"New York City"
"5652",2017,26.8,"New York City"
"5653",1997,44.9,"New York City"
"5654",2013,39.888,"New York City"
"5655",2017,41.995,"New York City"
"5656",2016,36.988,"New York City"
"5657",2017,54.99,"New York City"
"5658",2019,41,"New York City"
"5659",2020,47.8,"New York City"
"5660",2014,37.495,"New York City"
"5661",2016,24,"New York City"
"5662",2022,80.499,"New York City"
"5663",2015,24.995,"New York City"
"5664",2022,53.9,"New York City"
"5665",2017,38.995,"New York City"
"5666",2010,25.9,"New York City"
"5667",2023,58.495,"New York City"
"5668",2021,62.988,"New York City"
"5669",2013,18.5,"New York City"
"5670",2023,87.5,"New York City"
"5671",1995,49.5,"New York City"
"5672",2020,44.99,"New York City"
"5673",2018,57.175,"New York City"
"5674",2020,60.988,"New York City"
"5675",2022,47.999,"New York City"
"5676",2020,63.5,"New York City"
"5677",2015,39.995,"New York City"
"5678",2022,41.25,"New York City"
"5679",2023,49.777,"New York City"
"5680",2017,31.499,"New York City"
"5681",2020,60.988,"New York City"
"5682",2023,93.595,"New York City"
"5683",2018,39.588,"New York City"
"5684",1997,49.9,"New York City"
"5685",2013,24.442,"New York City"
"5686",2009,22.995,"New York City"
"5687",2008,19.5,"New York City"
"5688",2008,8.398,"New York City"
"5689",2023,61,"New York City"
"5690",2015,29.995,"New York City"
"5691",2022,53.995,"New York City"
"5692",2022,43.937,"New York City"
"5693",2015,26.999,"New York City"
"5694",2003,3.99,"New York City"
"5695",2021,38.5,"New York City"
"5696",2008,19.495,"New York City"
"5697",2022,71.485,"New York City"
"5698",2016,36.715,"New York City"
"5699",2016,24.99,"New York City"
"5700",2014,31,"New York City"
"5701",2023,52.595,"New York City"
"5702",2011,10.5,"New York City"
"5703",2017,40.995,"New York City"
"5704",2019,32.995,"New York City"
"5705",2008,6,"New York City"
"5706",2021,60.9,"New York City"
"5707",2019,60.888,"New York City"
"5708",2011,18.995,"New York City"
"5709",2015,20.444,"New York City"
"5710",2022,47.5,"New York City"
"5711",2022,46.988,"New York City"
"5712",1997,49.5,"New York City"
"5713",2022,47.977,"New York City"
"5714",2023,59.623,"New York City"
"5715",2012,7.5,"New York City"
"5716",2015,26,"New York City"
"5717",2007,12.5,"New York City"
"5718",1996,44.9,"New York City"
"5719",2013,24.442,"New York City"
"5720",2014,28.999,"New York City"
"5721",2020,44.495,"New York City"
"5722",2019,57.9,"New York City"
"5723",2008,11.995,"New York City"
"5724",2015,25.99,"New York City"
"5725",2001,9,"New York City"
"5726",2015,21.9,"New York City"
"5727",2016,24.995,"New York City"
"5728",2022,70,"New York City"
"5729",2022,48.546,"New York City"
"5730",2018,31.599,"New York City"
"5731",2020,56.994,"New York City"
"5732",2002,18,"New York City"
"5733",2021,61.989,"New York City"
"5734",2023,90.5,"New York City"
"5735",2019,46.995,"New York City"
"5736",2012,13.8,"New York City"
"5737",2022,49.5,"New York City"
"5738",2021,39.895,"New York City"
"5739",2016,22.995,"New York City"
"5740",2009,12.495,"New York City"
"5741",2015,27.999,"New York City"
"5742",2022,48.44,"New York City"
"5743",2021,66.49,"New York City"
"5744",2010,12.995,"New York City"
"5745",2017,9.999,"New York City"
"5746",2004,10.9,"New York City"
"5747",2019,38.5,"New York City"
"5748",2015,22.987,"New York City"
"5749",2016,32.5,"New York City"
"5750",2021,45.888,"New York City"
"5751",2012,10.5,"New York City"
"5752",2022,59.851,"New York City"
"5753",2023,64.995,"New York City"
"5754",2018,28.7,"New York City"
"5755",2022,50.95,"New York City"
"5756",2019,39.87,"New York City"
"5757",2022,63.998,"New York City"
"5758",2022,56.888,"New York City"
"5759",2017,14.895,"New York City"
"5760",2018,42.995,"New York City"
"5761",2014,23.995,"New York City"
"5762",2016,36.811,"New York City"
"5763",2010,11.99,"New York City"
"5764",2012,28.14,"New York City"
"5765",2015,38.407,"New York City"
"5766",2019,38.295,"New York City"
"5767",2023,107.99,"New York City"
"5768",2021,40.885,"New York City"
"5769",2020,49,"New York City"
"5770",2021,68.285,"New York City"
"5771",2022,47.024,"New York City"
"5772",2019,57.028,"New York City"
"5773",2021,39.988,"New York City"
"5774",1997,54.5,"New York City"
"5775",2012,34.9,"New York City"
"5776",1996,16,"New York City"
"5777",2008,4.45,"New York City"
"5778",2017,23.9,"New York City"
"5779",2022,64.99,"New York City"
"5780",2016,18.99,"New York City"
"5781",2015,18.45,"New York City"
"5782",2013,30.995,"New York City"
"5783",2011,20.895,"New York City"
"5784",2023,79.9,"New York City"
"5785",1996,49.5,"New York City"
"5786",2022,64.435,"New York City"
"5787",2023,53,"New York City"
"5788",2015,13.995,"New York City"
"5789",2010,22.5,"New York City"
"5790",2017,57.468,"New York City"
"5791",2020,58.027,"New York City"
"5792",2018,52.795,"New York City"
"5793",1997,39.999,"New York City"
"5794",2022,50.851,"New York City"
"5795",2022,71.488,"New York City"
"5796",2002,6.995,"New York City"
"5797",2019,35.9,"New York City"
"5798",2000,33.9,"New York City"
"5799",2022,38.999,"New York City"
"5800",2021,47.702,"New York City"
"5801",2010,11.995,"New York City"
"5802",2021,33.6,"New York City"
"5803",1997,59.5,"New York City"
"5804",2021,37.509,"New York City"
"5805",2015,23.95,"New York City"
"5806",2021,61.449,"New York City"
"5807",1996,46.5,"New York City"
"5808",2022,54.995,"New York City"
"5809",2022,62.913,"New York City"
"5810",2019,35.995,"New York City"
"5811",2020,36.996,"New York City"
"5812",2015,16.95,"New York City"
"5813",2016,32.07,"New York City"
"5814",2022,72.22,"New York City"
"5815",2019,30.446,"New York City"
"5816",2021,36.788,"New York City"
"5817",2021,43.464,"New York City"
"5818",2022,41.995,"New York City"
"5819",2021,54.995,"New York City"
"5820",2017,24.619,"New York City"
"5821",2018,28.995,"New York City"
"5822",2020,36.445,"New York City"
"5823",2016,10.995,"New York City"
"5824",2019,36.99,"New York City"
"5825",2021,37.252,"New York City"
"5826",2017,30.796,"New York City"
"5827",2017,34.999,"New York City"
"5828",2022,48.745,"New York City"
"5829",2022,43,"New York City"
"5830",2021,42.98,"New York City"
"5831",2020,52.75,"New York City"
"5832",2018,42.92,"New York City"
"5833",2021,39.477,"New York City"
"5834",2018,45.995,"New York City"
"5835",2021,38.287,"New York City"
"5836",2013,19.995,"New York City"
"5837",2021,41.449,"New York City"
"5838",2013,14.989,"New York City"
"5839",2021,32.9,"New York City"
"5840",2021,37.944,"New York City"
"5841",2014,27.232,"New York City"
"5842",2022,38.781,"New York City"
"5843",2020,36.204,"New York City"
"5844",2015,20.925,"New York City"
"5845",2019,29.943,"New York City"
"5846",2011,14.95,"New York City"
"5847",2022,78.9,"New York City"
"5848",2021,35.559,"New York City"
"5849",2023,80.1,"New York City"
"5850",2011,10.5,"New York City"
"5851",2016,23.5,"New York City"
"5852",2018,27.995,"New York City"
"5853",2022,45.444,"New York City"
"5854",2022,47.774,"New York City"
"5855",2019,31.994,"New York City"
"5856",2022,44.995,"New York City"
"5857",2015,26.495,"New York City"
"5858",2022,37.895,"New York City"
"5859",2017,30.684,"New York City"
"5860",2022,59.995,"New York City"
"5861",2022,41.244,"New York City"
"5862",2021,40.8,"New York City"
"5863",2021,37.825,"New York City"
"5864",2022,48.9,"New York City"
"5865",2017,47.9,"New York City"
"5866",2018,28.548,"New York City"
"5867",2009,6.5,"New York City"
"5868",2021,41.99,"New York City"
"5869",2022,43.612,"New York City"
"5870",2020,32.535,"New York City"
"5871",2021,40.498,"New York City"
"5872",2021,43.488,"New York City"
"5873",2020,40.997,"New York City"
"5874",2016,20.99,"New York City"
"5875",2020,39.495,"New York City"
"5876",2023,44.99,"New York City"
"5877",2023,52.362,"New York City"
"5878",2023,40.988,"New York City"
"5879",2023,45.988,"New York City"
"5880",2023,53.888,"New York City"
"5881",2020,36.555,"New York City"
"5882",2019,35.59,"New York City"
"5883",2023,49.329,"New York City"
"5884",2022,37.99,"New York City"
"5885",2023,48,"New York City"
"5886",2023,81.797,"New York City"
"5887",2023,57.697,"New York City"
"5888",2019,35.787,"New York City"
"5889",2021,37.999,"New York City"
"5890",2012,10.24,"New York City"
"5891",2021,39.995,"New York City"
"5892",2014,16.795,"New York City"
"5893",2021,43.488,"New York City"
"5894",2023,41.988,"New York City"
"5895",2020,41.99,"New York City"
"5896",2017,29.9,"New York City"
"5897",2023,44.7,"New York City"
"5898",2018,28.499,"New York City"
"5899",2022,44.868,"New York City"
"5900",2022,41.886,"New York City"
"5901",2018,26.856,"New York City"
"5902",2023,47.495,"New York City"
"5903",2015,22.492,"New York City"
"5904",2018,44.495,"New York City"
"5905",2021,37.098,"New York City"
"5906",2022,44.597,"New York City"
"5907",2020,31.25,"New York City"
"5908",2021,37.55,"New York City"
"5909",2023,47.663,"New York City"
"5910",2023,39.471,"New York City"
"5911",2018,43.495,"New York City"
"5912",2020,41.69,"New York City"
"5913",2023,50.9,"New York City"
"5914",2022,39.998,"New York City"
"5915",2022,40.9,"New York City"
"5916",2022,51.495,"New York City"
"5917",2022,62.915,"New York City"
"5918",2004,2.5,"New York City"
"5919",2007,6,"New York City"
"5920",2016,28.846,"New York City"
"5921",2023,82.247,"New York City"
"5922",2018,29.055,"New York City"
"5923",2012,13.9,"New York City"
"5924",2021,41.688,"New York City"
"5925",2023,52.488,"New York City"
"5926",2019,28.662,"New York City"
"5927",2021,37,"New York City"
"5928",2019,38.617,"New York City"
"5929",2019,27.444,"New York City"
"5930",2018,51.99,"New York City"
"5931",2021,34.975,"New York City"
"5932",2023,48,"New York City"
"5933",2020,53.995,"New York City"
"5934",2015,28.904,"New York City"
"5935",2016,34,"New York City"
"5936",2020,35.299,"New York City"
"5937",2013,13.9,"New York City"
"5938",2020,34.59,"New York City"
"5939",2019,42,"New York City"
"5940",2023,51.888,"New York City"
"5941",2021,36,"New York City"
"5942",2023,46.995,"New York City"
"5943",2018,32.5,"New York City"
"5944",2023,47.995,"New York City"
"5945",2019,25.888,"New York City"
"5946",2013,7,"New York City"
"5947",2021,41.449,"New York City"
"5948",2023,61.885,"New York City"
"5949",2022,41.595,"New York City"
"5950",2021,36.916,"New York City"
"5951",2021,39.995,"New York City"
"5952",2013,28.999,"New York City"
"5953",2022,42.431,"New York City"
"5954",2021,35.989,"New York City"
"5955",2020,37.9,"New York City"
"5956",2021,35.899,"New York City"
"5957",2021,49.95,"New York City"
"5958",2023,46.995,"New York City"
"5959",2021,35.859,"New York City"
"5960",2023,48.504,"New York City"
"5961",2023,44.9,"New York City"
"5962",2021,37.488,"New York City"
"5963",2015,22.49,"New York City"
"5964",2021,46.495,"New York City"
"5965",2019,36.49,"New York City"
"5966",2013,14.495,"New York City"
"5967",2021,38.85,"New York City"
"5968",2023,49.995,"New York City"
"5969",2010,11.922,"New York City"
"5970",2019,47.999,"New York City"
"5971",2018,27.987,"New York City"
"5972",2019,54,"New York City"
"5973",2019,54.5,"New York City"
"5974",2021,60,"New York City"
"5975",2020,37.49,"New York City"
"5976",2017,27.795,"New York City"
"5977",2011,12.922,"New York City"
"5978",2019,27.688,"New York City"
"5979",2019,28.332,"New York City"
"5980",2019,53.9,"New York City"
"5981",2023,43.745,"New York City"
"5982",2022,46.288,"New York City"
"5983",2020,37.312,"New York City"
"5984",2016,24.245,"New York City"
"5985",2022,42.26,"New York City"
"5986",2021,32.958,"New York City"
"5987",2016,28.895,"New York City"
"5988",2018,38,"New York City"
"5989",2017,32.85,"New York City"
"5990",2020,34.955,"New York City"
"5991",2020,36.995,"New York City"
"5992",2021,46.98,"New York City"
"5993",2023,64.995,"New York City"
"5994",2012,12.75,"New York City"
"5995",1997,20,"New York City"
"5996",2019,22.999,"New York City"
"5997",2021,39.999,"New York City"
"5998",2022,47.441,"New York City"
"5999",2021,42.204,"New York City"
"6000",2020,36.987,"New York City"
"6001",2023,49.495,"New York City"
"6002",2018,24.999,"New York City"
"6003",2022,46.99,"New York City"
"6004",2021,39.799,"New York City"
"6005",2012,18.495,"New York City"
"6006",2020,32.999,"New York City"
"6007",2021,41.588,"New York City"
"6008",2022,35.995,"New York City"
"6009",2020,35.597,"New York City"
"6010",2022,43.788,"New York City"
"6011",2018,45.8,"New York City"
"6012",2022,39.997,"New York City"
"6013",2021,38.997,"New York City"
"6014",2020,36.495,"New York City"
"6015",2022,37.99,"New York City"
"6016",2022,41.129,"New York City"
"6017",2020,36.5,"New York City"
"6018",2017,27,"New York City"
"6019",2022,41.185,"New York City"
"6020",2021,35.89,"New York City"
"6021",2019,29.999,"New York City"
"6022",2018,27.816,"New York City"
"6023",2017,18.495,"New York City"
"6024",2013,19.347,"New York City"
"6025",2021,52.85,"New York City"
"6026",2017,29.984,"New York City"
"6027",2023,50.995,"New York City"
"6028",2021,37.999,"New York City"
"6029",2022,42.495,"New York City"
"6030",2010,5.1,"New York City"
"6031",2021,73.7,"New York City"
"6032",2023,79.699,"New York City"
"6033",2017,28.997,"New York City"
"6034",2019,30.5,"New York City"
"6035",2014,11.995,"New York City"
"6036",2019,37.5,"New York City"
"6037",2019,28.979,"New York City"
"6038",2022,42.992,"New York City"
"6039",2020,27.495,"New York City"
"6040",2022,45.929,"New York City"
"6041",2018,29.999,"New York City"
"6042",2020,32.995,"New York City"
"6043",2021,34.944,"New York City"
"6044",2021,39.795,"New York City"
"6045",2021,44.852,"New York City"
"6046",2021,36.833,"New York City"
"6047",2016,20.995,"New York City"
"6048",2013,18.495,"New York City"
"6049",2020,38.11,"New York City"
"6050",2017,44.771,"New York City"
"6051",2021,43.229,"New York City"
"6052",2021,35.495,"New York City"
"6053",2021,40.622,"New York City"
"6054",2022,53.995,"New York City"
"6055",2020,32,"New York City"
"6056",2018,43.898,"New York City"
"6057",2022,44.653,"New York City"
"6058",2020,36.689,"New York City"
"6059",2020,25.682,"New York City"
"6060",2010,16,"New York City"
"6061",2021,38.994,"New York City"
"6062",2021,39.326,"New York City"
"6063",2011,33.99,"New York City"
"6064",2014,36.988,"New York City"
"6065",2022,39.9,"New York City"
"6066",2023,57.771,"New York City"
"6067",2020,37.5,"New York City"
"6068",2007,7.5,"New York City"
"6069",2022,42.233,"New York City"
"6070",2018,29.578,"New York City"
"6071",2019,28.785,"New York City"
"6072",2021,54.397,"New York City"
"6073",2020,34.99,"New York City"
"6074",2011,12,"New York City"
"6075",2018,27.995,"New York City"
"6076",2012,14.5,"New York City"
"6077",2015,24.195,"New York City"
"6078",2021,37.5,"New York City"
"6079",2023,67.171,"New York City"
"6080",2016,32.995,"New York City"
"6081",2021,37.998,"New York City"
"6082",2021,29.9,"New York City"
"6083",2022,46.695,"New York City"
"6084",2021,39.95,"New York City"
"6085",2019,32.328,"New York City"
"6086",2021,36.4,"New York City"
"6087",2018,44.625,"New York City"
"6088",2019,29.995,"New York City"
"6089",2021,44.99,"New York City"
"6090",2018,28.874,"New York City"
"6091",2019,62,"New York City"
"6092",2020,39.495,"New York City"
"6093",2015,22.885,"New York City"
"6094",2022,78.988,"New York City"
"6095",2020,36.488,"New York City"
"6096",2021,38.251,"New York City"
"6097",2021,37.42,"New York City"
"6098",2021,39.99,"New York City"
"6099",2021,49.595,"New York City"
"6100",2021,36.995,"New York City"
"6101",2018,45.994,"New York City"
"6102",2019,32.266,"New York City"
"6103",2023,45.429,"New York City"
"6104",2020,36.714,"New York City"
"6105",2020,29.495,"New York City"
"6106",2022,47.885,"New York City"
"6107",2023,57.745,"New York City"
"6108",2023,57.494,"New York City"
"6109",2013,15.995,"New York City"
"6110",2016,17.699,"New York City"
"6111",2021,39.913,"New York City"
"6112",2021,37.939,"New York City"
"6113",2018,45.995,"New York City"
"6114",2021,28.988,"New York City"
"6115",2022,29.989,"New York City"
"6116",2021,34.995,"New York City"
"6117",2020,27.988,"New York City"
"6118",2021,30.619,"New York City"
"6119",2021,31.204,"New York City"
"6120",2023,47.995,"New York City"
"6121",2021,31.941,"New York City"
"6122",2017,15.995,"New York City"
"6123",2020,26.095,"New York City"
"6124",2021,31.476,"New York City"
"6125",2021,31.288,"New York City"
"6126",2021,37.98,"New York City"
"6127",2019,26.39,"New York City"
"6128",2021,31.199,"New York City"
"6129",2021,36.139,"New York City"
"6130",2021,31.694,"New York City"
"6131",2021,25.998,"New York City"
"6132",2016,17.999,"New York City"
"6133",2021,27.995,"New York City"
"6134",2021,29.895,"New York City"
"6135",2021,28.995,"New York City"
"6136",2021,29.984,"New York City"
"6137",2021,30.723,"New York City"
"6138",2021,29,"New York City"
"6139",2021,26.796,"New York City"
"6140",2021,31.3,"New York City"
"6141",2021,34.991,"New York City"
"6142",2022,35.914,"New York City"
"6143",2022,34.447,"New York City"
"6144",2020,24.39,"New York City"
"6145",2021,29.491,"New York City"
"6146",2021,30.412,"New York City"
"6147",2022,33.39,"New York City"
"6148",2020,27.493,"New York City"
"6149",2021,31.83,"New York City"
"6150",2022,31.995,"New York City"
"6151",2021,33.795,"New York City"
"6152",2022,33.891,"New York City"
"6153",2021,33.388,"New York City"
"6154",2021,41.9,"New York City"
"6155",2022,34.8,"New York City"
"6156",2015,16.959,"New York City"
"6157",2023,35.998,"New York City"
"6158",2021,38.99,"New York City"
"6159",2021,28.998,"New York City"
"6160",2020,20.888,"New York City"
"6161",2022,46.389,"New York City"
"6162",2014,17.99,"New York City"
"6163",2017,19.819,"New York City"
"6164",2020,29.9,"New York City"
"6165",2002,5.695,"New York City"
"6166",2018,25.99,"New York City"
"6167",2022,41.25,"New York City"
"6168",2019,24.99,"New York City"
"6169",2020,29.195,"New York City"
"6170",2021,29.718,"New York City"
"6171",2021,28.232,"New York City"
"6172",2022,33.722,"New York City"
"6173",2022,46.999,"New York City"
"6174",2017,18.19,"New York City"
"6175",2020,39.995,"New York City"
"6176",2018,20.995,"New York City"
"6177",2021,30,"New York City"
"6178",2019,14.496,"New York City"
"6179",2020,24.988,"New York City"
"6180",2020,23.995,"New York City"
"6181",2021,31.222,"New York City"
"6182",2021,28.99,"New York City"
"6183",2020,23.995,"New York City"
"6184",2021,39.988,"New York City"
"6185",2013,10.399,"New York City"
"6186",2020,27.388,"New York City"
"6187",2017,14.995,"New York City"
"6188",2021,30.2,"New York City"
"6189",2020,36.128,"New York City"
"6190",2020,25.699,"New York City"
"6191",2021,29.695,"New York City"
"6192",2020,24.99,"New York City"
"6193",2021,32.27,"New York City"
"6194",2021,28.895,"New York City"
"6195",2021,34.795,"New York City"
"6196",2021,31.995,"New York City"
"6197",2020,26.795,"New York City"
"6198",2021,28.946,"New York City"
"6199",2021,22.995,"New York City"
