"","year","price","Location"
"2943",2017,57.468,"Philadelphia"
"2944",2020,60.988,"Philadelphia"
"2945",2022,44.99,"Philadelphia"
"2946",2022,59.851,"Philadelphia"
"2947",2022,48.918,"Philadelphia"
"2948",2017,45.5,"Philadelphia"
"2949",2018,59.999,"Philadelphia"
"2950",2022,34.995,"Philadelphia"
"2951",2023,52.595,"Philadelphia"
"2952",2020,63.5,"Philadelphia"
"2953",2020,34.99,"Philadelphia"
"2954",2016,34.795,"Philadelphia"
"2955",2017,31.995,"Philadelphia"
"2956",2022,54.852,"Philadelphia"
"2957",2012,27.5,"Philadelphia"
"2958",2021,66.49,"Philadelphia"
"2959",2022,69.94,"Philadelphia"
"2960",2022,47.999,"Philadelphia"
"2961",2017,52,"Philadelphia"
"2962",2023,85.987,"Philadelphia"
"2963",2018,39.588,"Philadelphia"
"2964",2003,18.895,"Philadelphia"
"2965",2008,9.995,"Philadelphia"
"2966",2016,24.99,"Philadelphia"
"2967",1997,39.999,"Philadelphia"
"2968",2019,36.881,"Philadelphia"
"2969",2022,49.998,"Philadelphia"
"2970",2013,23.99,"Philadelphia"
"2971",2013,24.442,"Philadelphia"
"2972",2023,61,"Philadelphia"
"2973",2019,24.771,"Philadelphia"
"2974",2019,38.295,"Philadelphia"
"2975",2023,53,"Philadelphia"
"2976",2017,54.99,"Philadelphia"
"2977",2023,74.99,"Philadelphia"
"2978",2020,51.99,"Philadelphia"
"2979",2010,12.95,"Philadelphia"
"2980",2021,68.285,"Philadelphia"
"2981",2015,35.95,"Philadelphia"
"2982",2018,52.795,"Philadelphia"
"2983",2022,49.5,"Philadelphia"
"2984",2016,21.995,"Philadelphia"
"2985",2018,42.995,"Philadelphia"
"2986",2021,50.49,"Philadelphia"
"2987",2015,38.95,"Philadelphia"
"2988",2022,68.88,"Philadelphia"
"2989",2016,49.988,"Philadelphia"
"2990",2021,66,"Philadelphia"
"2991",2022,64.874,"Philadelphia"
"2992",2012,42.9,"Philadelphia"
"2993",2020,47.8,"Philadelphia"
"2994",2015,39.99,"Philadelphia"
"2995",2012,28.14,"Philadelphia"
"2996",2022,70,"Philadelphia"
"2997",2017,9.999,"Philadelphia"
"2998",2022,66.997,"Philadelphia"
"2999",2022,48.546,"Philadelphia"
"3000",2021,45.846,"Philadelphia"
"3001",2017,54.1,"Philadelphia"
"3002",2019,32.995,"Philadelphia"
"3003",2007,12.5,"Philadelphia"
"3004",2021,42.828,"Philadelphia"
"3005",2022,76.9,"Philadelphia"
"3006",1996,16,"Philadelphia"
"3007",2023,64.995,"Philadelphia"
"3008",2019,54.9,"Philadelphia"
"3009",2019,54.987,"Philadelphia"
"3010",1997,49.9,"Philadelphia"
"3011",2015,25.99,"Philadelphia"
"3012",2021,60.9,"Philadelphia"
"3013",2022,71.485,"Philadelphia"
"3014",2021,41.774,"Philadelphia"
"3015",2015,36.912,"Philadelphia"
"3016",2020,74.9,"Philadelphia"
"3017",2016,22.994,"Philadelphia"
"3018",2023,87.663,"Philadelphia"
"3019",2010,24.5,"Philadelphia"
"3020",2020,36.996,"Philadelphia"
"3021",2015,16,"Philadelphia"
"3022",2022,58.997,"Philadelphia"
"3023",2016,30,"Philadelphia"
"3024",2015,29.795,"Philadelphia"
"3025",2021,63.9,"Philadelphia"
"3026",2015,13.995,"Philadelphia"
"3027",2003,3.99,"Philadelphia"
"3028",2016,26.995,"Philadelphia"
"3029",2001,22.895,"Philadelphia"
"3030",2021,60.495,"Philadelphia"
"3031",2015,24.995,"Philadelphia"
"3032",2017,55.9,"Philadelphia"
"3033",2020,54.5,"Philadelphia"
"3034",2023,77.099,"Philadelphia"
"3035",2017,44.995,"Philadelphia"
"3036",2021,39.988,"Philadelphia"
"3037",2008,8.398,"Philadelphia"
"3038",2002,18,"Philadelphia"
"3039",2020,55.9,"Philadelphia"
"3040",1996,49.5,"Philadelphia"
"3041",2014,37.495,"Philadelphia"
"3042",2011,34.8,"Philadelphia"
"3043",2019,35.9,"Philadelphia"
"3044",2022,47.9,"Philadelphia"
"3045",2016,36.811,"Philadelphia"
"3046",2023,79.9,"Philadelphia"
"3047",2023,58.988,"Philadelphia"
"3048",2020,44.99,"Philadelphia"
"3049",2021,43.999,"Philadelphia"
"3050",2021,46.95,"Philadelphia"
"3051",2021,49,"Philadelphia"
"3052",1995,49.5,"Philadelphia"
"3053",2015,20.799,"Philadelphia"
"3054",2021,72.5,"Philadelphia"
"3055",2022,70.463,"Philadelphia"
"3056",2022,47.999,"Philadelphia"
"3057",2016,31.987,"Philadelphia"
"3058",2001,18,"Philadelphia"
"3059",2019,39.517,"Philadelphia"
"3060",2020,60.988,"Philadelphia"
"3061",2017,23.6,"Philadelphia"
"3062",2021,62.988,"Philadelphia"
"3063",2020,54.531,"Philadelphia"
"3064",2022,71.488,"Philadelphia"
"3065",2021,60.999,"Philadelphia"
"3066",2020,44.5,"Philadelphia"
"3067",2015,47.95,"Philadelphia"
"3068",2020,69.9,"Philadelphia"
"3069",2022,50.851,"Philadelphia"
"3070",2015,16.95,"Philadelphia"
"3071",2018,40.99,"Philadelphia"
"3072",2022,48.231,"Philadelphia"
"3073",2015,23.995,"Philadelphia"
"3074",2012,13.8,"Philadelphia"
"3075",2000,33.9,"Philadelphia"
"3076",1997,45.9,"Philadelphia"
"3077",2013,27.895,"Philadelphia"
"3078",2018,29.695,"Philadelphia"
"3079",2018,29.049,"Philadelphia"
"3080",2022,48.997,"Philadelphia"
"3081",2018,25.995,"Philadelphia"
"3082",2022,78.9,"Philadelphia"
"3083",2018,30.5,"Philadelphia"
"3084",2019,32.49,"Philadelphia"
"3085",2020,37.5,"Philadelphia"
"3086",2019,47.995,"Philadelphia"
"3087",2022,41.995,"Philadelphia"
"3088",2019,24.995,"Philadelphia"
"3089",2004,2.5,"Philadelphia"
"3090",2017,28.997,"Philadelphia"
"3091",2020,32.995,"Philadelphia"
"3092",2021,37.939,"Philadelphia"
"3093",2021,41.23,"Philadelphia"
"3094",2021,38.251,"Philadelphia"
"3095",2021,37.9,"Philadelphia"
"3096",2020,34.35,"Philadelphia"
"3097",2020,36.495,"Philadelphia"
"3098",2020,35.299,"Philadelphia"
"3099",2020,28.5,"Philadelphia"
"3100",2021,33.15,"Philadelphia"
"3101",2019,35.59,"Philadelphia"
"3102",2021,29.994,"Philadelphia"
"3103",2013,18.495,"Philadelphia"
"3104",2021,40.998,"Philadelphia"
"3105",2021,37.5,"Philadelphia"
"3106",2023,62.998,"Philadelphia"
"3107",2013,11.6,"Philadelphia"
"3108",2013,10.995,"Philadelphia"
"3109",2021,36.485,"Philadelphia"
"3110",2011,13.5,"Philadelphia"
"3111",2022,46.288,"Philadelphia"
"3112",2023,46.961,"Philadelphia"
"3113",2021,38.85,"Philadelphia"
"3114",2022,42.499,"Philadelphia"
"3115",2023,49.329,"Philadelphia"
"3116",2021,39.429,"Philadelphia"
"3117",2020,31.791,"Philadelphia"
"3118",2019,29.499,"Philadelphia"
"3119",2022,37.99,"Philadelphia"
"3120",2011,14.95,"Philadelphia"
"3121",2021,66.5,"Philadelphia"
"3122",2022,39.997,"Philadelphia"
"3123",2018,27.495,"Philadelphia"
"3124",2022,43.95,"Philadelphia"
"3125",2018,31.75,"Philadelphia"
"3126",2010,16,"Philadelphia"
"3127",2021,43.997,"Philadelphia"
"3128",2021,41.449,"Philadelphia"
"3129",2021,54.995,"Philadelphia"
"3130",2019,29.295,"Philadelphia"
"3131",2022,44.995,"Philadelphia"
"3132",2013,14.995,"Philadelphia"
"3133",2022,39.993,"Philadelphia"
"3134",2018,48.99,"Philadelphia"
"3135",2013,19.347,"Philadelphia"
"3136",2021,38.994,"Philadelphia"
"3137",2021,51.486,"Philadelphia"
"3138",2021,54.397,"Philadelphia"
"3139",2021,42.999,"Philadelphia"
"3140",2021,38.997,"Philadelphia"
"3141",2008,11.399,"Philadelphia"
"3142",2021,41.939,"Philadelphia"
"3143",2021,42.995,"Philadelphia"
"3144",2010,11.922,"Philadelphia"
"3145",2022,48.995,"Philadelphia"
"3146",2022,44.956,"Philadelphia"
"3147",2023,46.995,"Philadelphia"
"3148",2016,32.995,"Philadelphia"
"3149",2021,41.449,"Philadelphia"
"3150",2021,43.559,"Philadelphia"
"3151",2021,43.229,"Philadelphia"
"3152",2021,49.939,"Philadelphia"
"3153",2016,20.99,"Philadelphia"
"3154",2021,40.99,"Philadelphia"
"3155",2021,42.539,"Philadelphia"
"3156",2023,65.881,"Philadelphia"
"3157",2023,51.999,"Philadelphia"
"3158",2021,40.745,"Philadelphia"
"3159",2020,37.865,"Philadelphia"
"3160",2022,38.781,"Philadelphia"
"3161",2021,49.95,"Philadelphia"
"3162",2021,73.45,"Philadelphia"
"3163",2018,42.991,"Philadelphia"
"3164",2021,39.995,"Philadelphia"
"3165",2014,36.988,"Philadelphia"
"3166",2017,25.991,"Philadelphia"
"3167",2021,36.608,"Philadelphia"
"3168",2015,22.885,"Philadelphia"
"3169",2023,39.471,"Philadelphia"
"3170",2021,35.9,"Philadelphia"
"3171",2022,40.9,"Philadelphia"
"3172",2019,31.994,"Philadelphia"
"3173",2016,24.672,"Philadelphia"
"3174",2013,13.995,"Philadelphia"
"3175",2020,33.402,"Philadelphia"
"3176",2022,51.988,"Philadelphia"
"3177",2018,29.588,"Philadelphia"
"3178",2012,17.985,"Philadelphia"
"3179",2013,24,"Philadelphia"
"3180",2018,42.92,"Philadelphia"
"3181",2020,36.995,"Philadelphia"
"3182",2021,41.698,"Philadelphia"
"3183",2022,48.7,"Philadelphia"
"3184",2017,44.765,"Philadelphia"
"3185",2021,39.689,"Philadelphia"
"3186",2018,19.799,"Philadelphia"
"3187",2022,42.992,"Philadelphia"
"3188",2021,40.745,"Philadelphia"
"3189",2022,46.9,"Philadelphia"
"3190",2021,40.939,"Philadelphia"
"3191",2018,27.627,"Philadelphia"
"3192",2007,6,"Philadelphia"
"3193",2015,24.195,"Philadelphia"
"3194",2021,43.805,"Philadelphia"
"3195",2013,14.699,"Philadelphia"
"3196",2017,30.684,"Philadelphia"
"3197",2021,56.5,"Philadelphia"
"3198",2023,77.842,"Philadelphia"
"3199",2023,40.988,"Philadelphia"
"3200",2021,39.95,"Philadelphia"
"3201",2022,45.444,"Philadelphia"
"3202",2023,45.429,"Philadelphia"
"3203",2018,32.439,"Philadelphia"
"3204",2021,42.995,"Philadelphia"
"3205",2021,38.952,"Philadelphia"
"3206",2021,36.211,"Philadelphia"
"3207",2023,42.855,"Philadelphia"
"3208",2014,23.5,"Philadelphia"
"3209",2011,14.995,"Philadelphia"
"3210",2021,31.995,"Philadelphia"
"3211",2013,23.9,"Philadelphia"
"3212",2022,37.99,"Philadelphia"
"3213",2021,40.297,"Philadelphia"
"3214",2021,41.805,"Philadelphia"
"3215",2019,28.09,"Philadelphia"
"3216",2015,22.49,"Philadelphia"
"3217",2018,24.998,"Philadelphia"
"3218",2019,28.332,"Philadelphia"
"3219",2021,56.95,"Philadelphia"
"3220",2022,41.244,"Philadelphia"
"3221",2017,30.796,"Philadelphia"
"3222",2017,24.619,"Philadelphia"
"3223",2021,43.488,"Philadelphia"
"3224",2021,41.488,"Philadelphia"
"3225",2019,47.999,"Philadelphia"
"3226",2021,35.559,"Philadelphia"
"3227",2018,45.994,"Philadelphia"
"3228",2021,39.799,"Philadelphia"
"3229",2014,11.995,"Philadelphia"
"3230",2023,50.5,"Philadelphia"
"3231",2021,49.995,"Philadelphia"
"3232",2021,72.885,"Philadelphia"
"3233",2023,45.988,"Philadelphia"
"3234",2019,29.995,"Philadelphia"
"3235",2022,52.552,"Philadelphia"
"3236",2015,26.495,"Philadelphia"
"3237",2013,14.495,"Philadelphia"
"3238",2021,43.991,"Philadelphia"
"3239",2021,37.089,"Philadelphia"
"3240",2018,27.816,"Philadelphia"
"3241",2020,36.555,"Philadelphia"
"3242",2011,12.922,"Philadelphia"
"3243",2021,43.488,"Philadelphia"
"3244",2023,52.095,"Philadelphia"
"3245",2022,52.995,"Philadelphia"
"3246",2019,30.5,"Philadelphia"
"3247",2021,41.586,"Philadelphia"
"3248",2023,41.988,"Philadelphia"
"3249",2016,24.245,"Philadelphia"
"3250",2020,32.999,"Philadelphia"
"3251",2022,78.988,"Philadelphia"
"3252",2023,46.9,"Philadelphia"
"3253",2021,41.588,"Philadelphia"
"3254",2018,24.449,"Philadelphia"
"3255",2021,37.55,"Philadelphia"
"3256",2020,37.9,"Philadelphia"
"3257",2022,41.129,"Philadelphia"
"3258",2021,37.5,"Philadelphia"
"3259",2021,40.622,"Philadelphia"
"3260",2016,21.995,"Philadelphia"
"3261",2016,23.11,"Philadelphia"
"3262",2021,42.622,"Philadelphia"
"3263",2017,44.771,"Philadelphia"
"3264",2018,28.799,"Philadelphia"
"3265",2023,57.745,"Philadelphia"
"3266",2019,27.5,"Philadelphia"
"3267",2018,28.499,"Philadelphia"
"3268",2016,26.99,"Philadelphia"
"3269",2020,34.45,"Philadelphia"
"3270",2021,39.795,"Philadelphia"
"3271",2021,45.599,"Philadelphia"
"3272",2021,38.988,"Philadelphia"
"3273",2018,28.772,"Philadelphia"
"3274",2014,16.795,"Philadelphia"
"3275",2022,44.307,"Philadelphia"
"3276",2020,42.986,"Philadelphia"
"3277",2021,40.986,"Philadelphia"
"3278",2020,32.535,"Philadelphia"
"3279",2021,36.45,"Philadelphia"
"3280",2021,35.89,"Philadelphia"
"3281",2020,32,"Philadelphia"
"3282",2021,42.94,"Philadelphia"
"3283",2021,46.297,"Philadelphia"
"3284",2021,40.91,"Philadelphia"
"3285",2021,37.7,"Philadelphia"
"3286",2020,37.312,"Philadelphia"
"3287",2021,37,"Philadelphia"
"3288",2021,37.488,"Philadelphia"
"3289",2020,36.488,"Philadelphia"
"3290",2017,24.595,"Philadelphia"
"3291",2021,31.999,"Philadelphia"
"3292",2018,29.055,"Philadelphia"
"3293",2021,37.357,"Philadelphia"
"3294",2019,36.916,"Philadelphia"
"3295",2023,48,"Philadelphia"
"3296",2021,43.95,"Philadelphia"
"3297",2021,44.999,"Philadelphia"
"3298",2022,39.998,"Philadelphia"
"3299",2018,29.797,"Philadelphia"
"3300",2021,35.332,"Philadelphia"
"3301",2021,35.994,"Philadelphia"
"3302",2021,52.85,"Philadelphia"
"3303",2019,30.172,"Philadelphia"
"3304",2023,43.745,"Philadelphia"
"3305",2021,35.899,"Philadelphia"
"3306",2014,27.232,"Philadelphia"
"3307",2021,36.995,"Philadelphia"
"3308",2023,59.945,"Philadelphia"
"3309",2023,86.998,"Philadelphia"
"3310",2021,36.213,"Philadelphia"
"3311",2021,39.995,"Philadelphia"
"3312",2018,35.449,"Philadelphia"
"3313",2020,36.204,"Philadelphia"
"3314",2023,80.1,"Philadelphia"
"3315",2015,22.9,"Philadelphia"
"3316",2018,28.874,"Philadelphia"
"3317",2021,39.477,"Philadelphia"
"3318",2023,38.939,"Philadelphia"
"3319",2022,72.22,"Philadelphia"
"3320",2021,42.997,"Philadelphia"
"3321",2021,38.981,"Philadelphia"
"3322",2019,36.99,"Philadelphia"
"3323",2022,41.886,"Philadelphia"
"3324",2023,79.85,"Philadelphia"
"3325",2018,26.856,"Philadelphia"
"3326",2020,31.991,"Philadelphia"
"3327",2019,28.979,"Philadelphia"
"3328",2016,28.495,"Philadelphia"
"3329",2019,28.662,"Philadelphia"
"3330",2018,28.598,"Philadelphia"
"3331",2022,44.999,"Philadelphia"
"3332",2017,20.795,"Philadelphia"
"3333",2021,40.939,"Philadelphia"
"3334",2023,46.8,"Philadelphia"
"3335",2023,46.995,"Philadelphia"
"3336",2021,37.52,"Philadelphia"
"3337",2018,27.987,"Philadelphia"
"3338",2021,39.326,"Philadelphia"
"3339",2017,27.795,"Philadelphia"
"3340",2020,38.985,"Philadelphia"
"3341",2018,30,"Philadelphia"
"3342",2018,45.995,"Philadelphia"
"3343",2022,43.612,"Philadelphia"
"3344",2022,44.998,"Philadelphia"
"3345",2019,27.999,"Philadelphia"
"3346",2013,28.999,"Philadelphia"
"3347",2021,35.859,"Philadelphia"
"3348",2023,49.495,"Philadelphia"
"3349",2021,38.287,"Philadelphia"
"3350",2021,34.8,"Philadelphia"
"3351",2022,56.869,"Philadelphia"
"3352",2022,44.653,"Philadelphia"
"3353",2021,38.49,"Philadelphia"
"3354",1997,20,"Philadelphia"
"3355",2021,40.939,"Philadelphia"
"3356",2021,45.439,"Philadelphia"
"3357",2021,40.339,"Philadelphia"
"3358",2022,41.9,"Philadelphia"
"3359",2019,37.5,"Philadelphia"
"3360",2023,52.499,"Philadelphia"
"3361",2017,27.35,"Philadelphia"
"3362",2022,43.616,"Philadelphia"
"3363",2020,37.49,"Philadelphia"
"3364",2015,28.904,"Philadelphia"
"3365",2018,29.578,"Philadelphia"
"3366",2021,44.995,"Philadelphia"
"3367",2021,38.384,"Philadelphia"
"3368",2011,13.35,"Philadelphia"
"3369",2010,5.1,"Philadelphia"
"3370",2003,39.995,"Philadelphia"
"3371",2022,47.531,"Philadelphia"
"3372",2022,67.152,"Philadelphia"
"3373",2021,36,"Philadelphia"
"3374",2023,79.699,"Philadelphia"
"3375",2020,36.689,"Philadelphia"
"3376",2004,28.5,"Philadelphia"
"3377",2021,37.73,"Philadelphia"
"3378",2018,28.995,"Philadelphia"
"3379",2021,42.069,"Philadelphia"
"3380",2021,33.96,"Philadelphia"
"3381",2023,35.99,"Philadelphia"
"3382",2020,30.985,"Philadelphia"
"3383",2021,31.995,"Philadelphia"
"3384",2021,32.997,"Philadelphia"
"3385",2020,26.991,"Philadelphia"
"3386",2021,30.088,"Philadelphia"
"3387",2023,47.995,"Philadelphia"
"3388",2021,33.588,"Philadelphia"
"3389",2021,30.291,"Philadelphia"
"3390",2020,25.999,"Philadelphia"
"3391",2023,38.42,"Philadelphia"
"3392",2020,27.495,"Philadelphia"
"3393",2021,29.995,"Philadelphia"
"3394",2021,31.491,"Philadelphia"
"3395",2022,34.9,"Philadelphia"
"3396",2021,31.549,"Philadelphia"
"3397",2020,23.995,"Philadelphia"
"3398",2017,18.779,"Philadelphia"
"3399",2015,13.995,"Philadelphia"
"3400",2020,29.195,"Philadelphia"
"3401",2021,29.695,"Philadelphia"
"3402",2021,30.495,"Philadelphia"
"3403",2022,34.99,"Philadelphia"
"3404",2021,30.412,"Philadelphia"
"3405",2022,32.999,"Philadelphia"
"3406",2020,36.128,"Philadelphia"
"3407",2020,28.197,"Philadelphia"
"3408",2021,31.204,"Philadelphia"
"3409",2020,29.995,"Philadelphia"
"3410",2021,29,"Philadelphia"
"3411",2021,27.998,"Philadelphia"
"3412",2021,26.999,"Philadelphia"
"3413",2021,29.895,"Philadelphia"
"3414",2020,29.59,"Philadelphia"
"3415",2021,30.971,"Philadelphia"
"3416",2015,11.547,"Philadelphia"
"3417",2022,32.491,"Philadelphia"
"3418",2021,29.997,"Philadelphia"
"3419",2021,29.988,"Philadelphia"
"3420",2017,20.459,"Philadelphia"
"3421",2021,32.997,"Philadelphia"
"3422",2021,31.98,"Philadelphia"
"3423",2021,29.665,"Philadelphia"
"3424",2021,31.995,"Philadelphia"
"3425",2020,25.95,"Philadelphia"
"3426",2020,27.495,"Philadelphia"
"3427",2022,31.944,"Philadelphia"
"3428",2021,29.999,"Philadelphia"
"3429",2020,23.995,"Philadelphia"
"3430",2020,26.499,"Philadelphia"
"3431",2022,35.996,"Philadelphia"
"3432",2014,13.995,"Philadelphia"
"3433",2021,27.925,"Philadelphia"
"3434",2021,29.149,"Philadelphia"
"3435",2019,29.799,"Philadelphia"
"3436",2021,36.491,"Philadelphia"
"3437",2021,33.548,"Philadelphia"
"3438",2021,27.995,"Philadelphia"
"3439",2021,31.4,"Philadelphia"
"3440",2021,34.914,"Philadelphia"
"3441",2021,28.795,"Philadelphia"
"3442",2021,30.333,"Philadelphia"
"3443",2021,37.495,"Philadelphia"
"3444",2018,24.495,"Philadelphia"
"3445",2021,27.995,"Philadelphia"
"3446",2017,20.995,"Philadelphia"
"3447",2021,29.995,"Philadelphia"
"3448",2021,30.99,"Philadelphia"
"3449",2023,40.998,"Philadelphia"
"3450",2020,30.982,"Philadelphia"
"3451",2020,31.999,"Philadelphia"
"3452",2021,29.99,"Philadelphia"
"3453",2023,33.999,"Philadelphia"
"3454",2019,25.895,"Philadelphia"
"3455",2020,38.81,"Philadelphia"
"3456",2022,31.145,"Philadelphia"
"3457",2021,30.412,"Philadelphia"
"3458",2021,29.8,"Philadelphia"
"3459",2021,29.543,"Philadelphia"
"3460",2022,45.942,"Philadelphia"
"3461",2021,29.02,"Philadelphia"
"3462",2021,28.405,"Philadelphia"
"3463",2020,32.702,"Philadelphia"
"3464",2020,28.395,"Philadelphia"
"3465",2020,26.795,"Philadelphia"
"3466",2020,25.49,"Philadelphia"
"3467",2022,33.891,"Philadelphia"
"3468",2022,34.915,"Philadelphia"
"3469",2021,41.8,"Philadelphia"
"3470",2020,27.49,"Philadelphia"
"3471",2020,29.985,"Philadelphia"
"3472",2021,24.913,"Philadelphia"
"3473",2021,26.796,"Philadelphia"
"3474",2021,30.54,"Philadelphia"
"3475",2021,28.311,"Philadelphia"
"3476",2017,18.995,"Philadelphia"
"3477",2020,27.795,"Philadelphia"
"3478",2023,38.88,"Philadelphia"
"3479",2022,34.642,"Philadelphia"
"3480",2021,37.98,"Philadelphia"
"3481",2021,30.723,"Philadelphia"
"3482",2021,30.395,"Philadelphia"
"3483",2020,25.585,"Philadelphia"
"3484",2021,29.012,"Philadelphia"
"3485",2020,29.063,"Philadelphia"
"3486",2021,31.288,"Philadelphia"
"3487",2021,28.874,"Philadelphia"
"3488",2019,27.959,"Philadelphia"
"3489",2021,28.99,"Philadelphia"
"3490",2006,2,"Philadelphia"
"3491",2021,38.99,"Philadelphia"
"3492",2021,28.95,"Philadelphia"
"3493",2023,36.58,"Philadelphia"
"3494",2019,26.995,"Philadelphia"
"3495",2020,26.295,"Philadelphia"
"3496",2021,30.345,"Philadelphia"
"3497",2021,28.695,"Philadelphia"
"3498",2021,28.99,"Philadelphia"
"3499",2020,31.395,"Philadelphia"
"3500",2022,27.973,"Philadelphia"
"3501",2021,31.899,"Philadelphia"
"3502",2020,26.672,"Philadelphia"
"3503",2018,18.688,"Philadelphia"
"3504",2021,29.998,"Philadelphia"
"3505",2021,30.299,"Philadelphia"
"3506",2019,24.99,"Philadelphia"
"3507",2018,27.981,"Philadelphia"
"3508",2018,20.795,"Philadelphia"
"3509",2021,32.997,"Philadelphia"
"3510",2022,31.495,"Philadelphia"
"3511",2020,29.985,"Philadelphia"
"3512",2022,46.999,"Philadelphia"
"3513",2021,32.436,"Philadelphia"
"3514",2021,30.488,"Philadelphia"
"3515",2014,13.795,"Philadelphia"
"3516",2021,28.295,"Philadelphia"
"3517",2021,28.797,"Philadelphia"
"3518",2015,16.9,"Philadelphia"
"3519",2022,45.993,"Philadelphia"
"3520",2020,24.999,"Philadelphia"
"3521",2021,29.109,"Philadelphia"
"3522",2020,27.988,"Philadelphia"
"3523",2021,30.797,"Philadelphia"
"3524",2021,33.491,"Philadelphia"
"3525",2020,27.493,"Philadelphia"
"3526",2016,22.295,"Philadelphia"
"3527",2021,38.367,"Philadelphia"
"3528",2021,30.398,"Philadelphia"
"3529",2021,31.83,"Philadelphia"
"3530",2021,28.895,"Philadelphia"
"3531",2016,17.609,"Philadelphia"
"3532",2021,30.895,"Philadelphia"
"3533",2021,33.499,"Philadelphia"
"3534",2021,36.26,"Philadelphia"
"3535",2017,18.549,"Philadelphia"
"3536",2020,20.22,"Philadelphia"
"3537",2015,16.959,"Philadelphia"
"3538",2020,30.277,"Philadelphia"
"3539",2020,28.31,"Philadelphia"
"3540",2021,35,"Philadelphia"
"3541",2021,29.792,"Philadelphia"
"3542",2013,8.8,"Philadelphia"
"3543",2020,31.674,"Philadelphia"
"3544",2017,19.819,"Philadelphia"
"3545",2023,38.49,"Philadelphia"
"3546",2020,28.498,"Philadelphia"
"3547",2020,30.985,"Philadelphia"
"3548",2022,38.995,"Philadelphia"
"3549",2021,25.559,"Philadelphia"
"3550",2021,38.912,"Philadelphia"
"3551",2015,12.5,"Philadelphia"
"3552",2023,36.84,"Philadelphia"
"3553",2021,28.999,"Philadelphia"
"3554",2022,31.973,"Philadelphia"
"3555",2020,30.351,"Philadelphia"
"3556",2021,32.165,"Philadelphia"
"3557",2020,26.95,"Philadelphia"
"3558",2021,29.4,"Philadelphia"
"3559",2017,14.5,"Philadelphia"
"3560",2020,22.995,"Philadelphia"
"3561",2020,31.985,"Philadelphia"
"3562",2021,33.795,"Philadelphia"
"3563",2023,38.799,"Philadelphia"
"3564",2020,28.295,"Philadelphia"
"3565",2023,36.5,"Philadelphia"
"3566",2022,30.885,"Philadelphia"
"3567",2021,31.995,"Philadelphia"
"3568",2021,34.494,"Philadelphia"
"3569",2022,36.9,"Philadelphia"
"3570",2020,30.295,"Philadelphia"
"3571",2020,29.903,"Philadelphia"
"3572",2021,29.984,"Philadelphia"
"3573",2021,30.33,"Philadelphia"
"3574",2014,17.99,"Philadelphia"
"3575",2021,28.232,"Philadelphia"
"3576",2021,31.031,"Philadelphia"
"3577",2021,29.491,"Philadelphia"
"3578",2020,29.995,"Philadelphia"
"3579",2021,30.953,"Philadelphia"
"3580",2021,33.395,"Philadelphia"
"3581",2022,27.499,"Philadelphia"
"3582",2020,26.5,"Philadelphia"
"3583",2018,21.595,"Philadelphia"
"3584",2020,29.812,"Philadelphia"
"3585",2021,28.995,"Philadelphia"
"3586",2021,29.495,"Philadelphia"
"3587",2018,22.139,"Philadelphia"
"3588",2021,28.898,"Philadelphia"
"3589",2021,30.568,"Philadelphia"
"3590",2020,27.442,"Philadelphia"
"3591",2017,17.497,"Philadelphia"
"3592",2021,28.988,"Philadelphia"
"3593",2022,40.924,"Philadelphia"
"3594",2018,23.999,"Philadelphia"
"3595",2021,28.99,"Philadelphia"
"3596",2021,30.2,"Philadelphia"
"3597",2021,31.476,"Philadelphia"
"3598",2020,30.792,"Philadelphia"
"3599",2020,24.99,"Philadelphia"
"3600",2020,25.699,"Philadelphia"
"3601",2021,29.998,"Philadelphia"
"3602",2020,26.9,"Philadelphia"
"3603",2020,30.945,"Philadelphia"
"3604",2018,22.995,"Philadelphia"
"3605",2016,15.443,"Philadelphia"
"3606",2016,14.299,"Philadelphia"
"3607",2018,24.295,"Philadelphia"
"3608",2019,23.695,"Philadelphia"
"3609",2021,28,"Philadelphia"
"3610",2022,36.959,"Philadelphia"
"3611",2021,33.699,"Philadelphia"
"3612",2018,19.995,"Philadelphia"
"3613",2022,34.998,"Philadelphia"
"3614",2020,36.147,"Philadelphia"
"3615",2016,12.995,"Philadelphia"
"3616",2021,33.388,"Philadelphia"
"3617",2017,25.444,"Philadelphia"
"3618",2022,35.994,"Philadelphia"
"3619",2021,27.995,"Philadelphia"
"3620",2021,25.998,"Philadelphia"
"3621",2021,27.936,"Philadelphia"
"3622",2021,28.995,"Philadelphia"
"3623",2021,27.977,"Philadelphia"
"3624",2022,33.39,"Philadelphia"
"3625",2022,33.722,"Philadelphia"
"3626",2022,34.665,"Philadelphia"
"3627",2022,36.995,"Philadelphia"
"3628",2021,29.95,"Philadelphia"
"3629",2021,28.276,"Philadelphia"
"3630",2021,28.25,"Philadelphia"
"3631",2020,27.495,"Philadelphia"
"3632",2021,32.539,"Philadelphia"
"3633",2021,32.288,"Philadelphia"
"3634",2021,39.488,"Philadelphia"
"3635",2021,33.595,"Philadelphia"
"3636",2020,27.585,"Philadelphia"
"3637",2018,17.8,"Philadelphia"
"3638",2021,28,"Philadelphia"
"3639",2020,33.461,"Philadelphia"
"3640",2021,31.524,"Philadelphia"
"3641",2021,28.495,"Philadelphia"
"3642",2020,37.312,"Philadelphia"
"3643",2020,36.995,"Philadelphia"
"3644",2019,27.45,"Philadelphia"
