year,price,mileage
2021,41.2,34.053
2010,18,135.4
2022,45.899,29.361
2020,27.11,90.92
2016,31.99,28.257
2022,36.949,55.467
2022,48.3,11.305
2021,37.995,51.33
2021,37.995,47.587
2020,34.99,16.885
2023,64,13.366
2017,29.99,63.282
2021,36.819,32.257
2020,31.25,49.823
2013,12.995,118.617
2013,12.75,86
2014,17.999,125.569
2020,35.995,25
2015,22.492,89.257
2016,30.569,31.047
2023,47.8,5.1
2018,27.419,71.729
2023,48.504,3.433
2021,33.485,44.291
2020,36.995,59.35
2021,43,15.089
2021,33.45,21.26
2021,48.75,24.201
2022,45.695,9.594
2021,36,60.782
2022,46.5,8.001
2021,34.988,34.43
2014,8.544,146.935
2021,35.505,42.844
2021,35.8,42.474
2021,32.8,51.017
2020,33.995,70.894
2023,51.445,11.886
2011,11.919,182.094
2021,43.464,24.178
2013,15.995,80.154
2016,26.5,76.638
2020,34.88,60.288
2020,31.5,65.749
2021,49.99,41.875
2016,24.45,101.95
2023,43.475,7.993
2022,39,36.619
2021,41.995,28.314
2021,35.995,28
2020,31.995,66.983
2016,23.9,67
2020,39.495,10.325
2020,33,23.895
2023,56.5,16.301
2017,35.898,49.007
2016,24.995,97.479
2022,72.9,11.114
2019,31.995,44.532
2020,34.513,40.37
2017,24.01,65.807
2021,55.508,56.189
2021,45,4.893
2016,27.9,75.516
2018,34.5,65.314
2016,24.9,159.4
2021,38.117,53.276
2019,46.9,80.717
2021,37.897,41.82
2018,26.195,73.098
2022,55.995,14.793
2022,44,57.627
2020,34.5,33.526
2022,55.8,9.465
2022,37.998,37.481
2020,32.999,41.213
2019,33.298,19.468
2018,26.995,67.8
2007,9,149
2021,51.9,14.385
2021,39.2,34.497
2019,27.478,83.998
2022,44.884,24.726
2023,45.995,0.75
2023,49.9,14.531
2023,80,9.903
2020,34.5,29.559
2021,37.6,14.793
2013,10.5,185
2021,40.7,28.817
2022,46,11.751
2023,46.975,8.053
2016,28.048,87.605
2022,42.431,25.714
2021,35.5,56.802
2021,38,4.65
2023,50.7,3.199
2016,23.877,104.31
2022,41.595,15.673
2021,35.9,65.521
2023,86.99,1.656
2023,41.3,6.04
2022,51.5,12.291
2020,36.714,21.98
2012,16.488,115.512
2021,38.95,7.387
2013,9.919,174.725
2022,60.9,3.995
2018,31.5,89
2021,41.619,37.067
2023,44,7.38
2020,27.7,65.51
2022,62.915,12.808
2012,25.386,49.699
2023,81.797,2.627
2022,45.9,7.582
2018,30.9,50.769
2021,34.9,54.989
2023,44.99,1.937
2023,65.99,10.298
2016,27.995,60.905
2021,32.995,22.277
2020,34,35.814
2020,29.995,58.535
2021,38.995,10.998
2023,63,13.602
2020,36.4,68.894
2016,20.995,104.9
2022,56.9,1.167
2022,29.994,19.486
2014,20.985,107.311
2023,64,29.2
2014,23.995,66.601
2021,39.995,40.57
2020,27.684,120.182
2019,32.328,19.835
2012,17.995,90
2023,51,17.292
2022,78.985,0.001
2020,39.996,45.495
2020,35.231,25.49
2021,43.999,18.1
2021,39.913,20.872
2022,38.994,18.037
2020,39.995,41.02
2014,18.99,120.241
2018,15.956,140.607
2019,52.995,51.75
2018,29.9,59.73
2022,73.708,11.83
2021,35.5,46.654
2021,32.9,28.334
2023,70.557,7.967
2023,89.99,0.155
2021,51,20.135
2021,37.8,63.299
2021,34,80.004
