year,price,mileage
2021,36.988,27.412
2022,39.911,17.42
2019,37.5,23.826
2020,37.933,57.323
2023,48.99,0.064
2020,37.931,31.779
2019,34.288,44.289
2019,55.495,38.319
2019,51,54.683
2021,32,44.857
2023,42.855,13.149
2021,39.681,96.989
2006,8.5,143.776
2023,47.997,6.617
2022,44.307,9.477
2018,27.999,42.808
2015,22.9,116.844
2023,59.2,11.067
2018,24.9,63.425
2020,36.204,33.456
2018,29.055,37.134
2019,31.774,68.315
2019,37.939,34.946
2021,38.998,14.404
2019,32.939,44.783
2023,80.1,5.748
2016,23.9,110.628
2014,34.109,97.689
2021,37.939,28.469
2023,48,1.292
2018,42.991,60.808
2020,36.689,28.022
2021,43.559,26.456
2018,28.41,106.164
2019,28.662,64.763
2021,39.987,44.917
2022,42.015,20.089
2019,29.5,50.677
2016,24.672,106.836
2022,48.991,29.49
2020,38.5,43
2021,34.8,15.003
2021,36.211,22.902
2018,48.99,38.829
2021,37.4,39.204
2022,53.9,25.695
2017,26.995,77.347
2018,30.42,49.807
2018,27.419,71.729
2023,79.85,0.949
2021,51.46,24.068
2023,63,9.902
2021,34.955,40.344
2023,39.471,7.374
2021,40.99,11.183
2021,37.533,22.44
2019,36.916,25.369
2022,41.985,17.79
2023,80.987,2.949
2015,24.195,65.249
2015,29.89,89.04
2022,44.5,15.47
2020,29.555,61.139
2022,45.5,18.507
2012,19.963,88.147
2019,30.177,60.301
2015,25.826,78.96
2020,36.995,39.589
2021,37.52,28.697
2014,18,67
2021,40.899,48.386
2015,28.904,89.803
2023,46.961,5.282
2021,37.5,25.186
2021,37.5,26.516
2021,43,43.592
2011,10.75,129
2016,27.541,83.436
2021,36.213,29.41
2022,40.985,24.66
2015,29,20.305
2021,66.5,21.758
2013,14.495,89.826
2023,46.985,12.988
2021,36.45,24.333
2021,44.616,28.945
2011,16.585,122.292
2020,36.931,28.506
2016,15.997,138.182
2020,37.312,31.309
2018,27.621,61.406
2019,32.569,45.999
2019,35.2,38.383
2021,43.488,25.428
2013,20.899,94.675
2021,39.689,20.537
2021,44.2,31.923
2012,8,150.123
2023,47.991,2.453
2020,31.5,38.518
2021,39.95,23.094
2021,37,18.93
2013,13.4,157.924
2020,43,25.186
2023,77.697,9.981
2019,21.9,34.772
2023,60.9,2.201
2007,6,204
2019,35.498,51.393
2020,38.997,32.733
2022,42.992,12.599
2022,47.531,27.191
2018,30.488,59.734
2020,37.9,46.433
2022,39.5,9.939
2018,22.05,153.596
2021,35.933,32.215
2016,26.97,64.012
2016,26,103.948
2021,57.9,19.352
2019,41.9,38.5
2013,23.9,74.97
2016,26.316,107.398
2015,26.777,60.512
2022,46.5,2.9
2023,64.877,2.62
2016,28,70.01
2021,35.332,39.738
2021,43.991,28.118
2019,30.854,70.154
2021,49,41.656
2023,65.881,6.516
2021,39.326,20.32
2020,35.713,24.006
2015,20.995,130.251
2018,28.598,64.558
2016,25.2,96.276
2021,41.99,27.339
2022,41.933,19.776
2021,56,22.457
2021,52.84,15.428
2020,36.176,78.96
2022,44.888,4.003
2023,83.995,3.302
2023,45.988,2.234
2021,38.467,38.633
2021,39,16.585
2005,3.8,235.832
2023,48.99,0.038
